Id,Prediction
1,0.1896686586060468
2,0.1896686586060468
3,0.8887355731300811
4,0.6978427624615289
5,0.3880856554064938
6,0.6532739348285788
7,0.1896686586060468
8,0.8887355731300811
9,0.8887355731300811
10,0.33961450877851457
11,0.8887355731300811
12,0.5223736224920346
13,0.8887355731300811
14,0.2322725213214459
15,0.5006431984237448
16,0.1896686586060468
17,0.2976544343175117
18,0.1896686586060468
19,0.8791879898032774
20,0.39558016164243165
21,0.8586658961567561
22,0.8887355731300811
23,0.3060031860724978
24,0.2322725213214459
25,0.22120037953085728
26,0.1896686586060468
27,0.8887355731300811
28,0.39655580851022165
29,0.8887355731300811
30,0.3204133182250551
31,0.611161786869846
32,0.1896686586060468
33,0.33593722540013266
34,0.1896686586060468
35,0.23641321268617232
36,0.6012432202271367
37,0.8887355731300811
38,0.8464489320496197
39,0.8446217298621513
40,0.40707375778000887
41,0.1896686586060468
42,0.8887355731300811
43,0.7462281192937991
44,0.1896686586060468
45,0.8887355731300811
46,0.1896686586060468
47,0.8887355731300811
48,0.26606103228247574
49,0.4093620065268149
50,0.22120037953085728
51,0.8887355731300811
52,0.8887355731300811
53,0.34855407360734647
54,0.8887355731300811
55,0.7532288566502371
56,0.2976544343175117
57,0.1896686586060468
58,0.25191387541190263
59,0.5120334277358314
60,0.47283397899178137
61,0.1896686586060468
62,0.8887355731300811
63,0.18283759695222637
64,0.1896686586060468
65,0.4667741934525496
66,0.1896686586060468
67,0.8887355731300811
68,0.42574055739798405
69,0.26606103228247574
70,0.1896686586060468
71,0.1896686586060468
72,0.686926009106853
73,0.8887355731300811
74,0.5611757260472828
75,0.26606103228247574
76,0.7677098434271724
77,0.1896686586060468
78,0.5698801286376539
79,0.6873762743599483
80,0.26606103228247574
81,0.8887355731300811
82,0.1896686586060468
83,0.38246506414338116
84,0.8477499770847342
85,0.1896686586060468
86,0.7660834772078774
87,0.686926009106853
88,0.1896686586060468
89,0.22120037953085728
90,0.8887355731300811
91,0.5231422116929892
92,0.36516155454993254
93,0.8140707521364561
94,0.8355407026359496
95,0.8887355731300811
96,0.5667892786213266
97,0.3181601991382458
98,0.7979872555300171
99,0.1896686586060468
100,0.8001250700620004
101,0.8887355731300811
102,0.5527182465419347
103,0.1896686586060468
104,0.8887355731300811
105,0.1896686586060468
106,0.1896686586060468
107,0.8887355731300811
108,0.8887355731300811
109,0.1896686586060468
110,0.1896686586060468
111,0.8887355731300811
112,0.8887355731300811
113,0.3696303623187585
114,0.4599155312055632
115,0.47283397899178137
116,0.2685397948577366
117,0.8887355731300811
118,0.32410259467029046
119,0.6574622536845877
120,0.8887355731300811
121,0.4658584843243078
122,0.26606103228247574
123,0.8887355731300811
124,0.1896686586060468
125,0.8887355731300811
126,0.1896686586060468
127,0.3467525173568337
128,0.686926009106853
129,0.32607292005083865
130,0.8887355731300811
131,0.8887355731300811
132,0.26606103228247574
133,0.8887355731300811
134,0.7232669111725943
135,0.8887355731300811
136,0.8887355731300811
137,0.8887355731300811
138,0.1896686586060468
139,0.2900476329362366
140,0.57040877878946
141,0.8887355731300811
142,0.3204133182250551
143,0.3959348514497474
144,0.323638830131728
145,0.7165953765929027
146,0.1896686586060468
147,0.1896686586060468
148,0.1896686586060468
149,0.8887355731300811
150,0.8143768166213963
151,0.3590792451353274
152,0.1896686586060468
153,0.8887355731300811
154,0.1896686586060468
155,0.8887355731300811
156,0.7469476251957584
157,0.454924110373439
158,0.8143768166213963
159,0.1896686586060468
160,0.26606103228247574
161,0.5158720314004247
162,0.8887355731300811
163,0.1896686586060468
164,0.40052842882904355
165,0.1896686586060468
166,0.8887355731300811
167,0.42378211638378954
168,0.2685397948577366
169,0.1896686586060468
170,0.1896686586060468
171,0.4298419126982026
172,0.7725907496825595
173,0.46911553785518767
174,0.22120037953085728
175,0.24691509533788047
176,0.3204133182250551
177,0.8083478165354009
178,0.5006941672104536
179,0.8887355731300811
180,0.8512748814725482
181,0.8887355731300811
182,0.6514113407184561
183,0.4289977714142665
184,0.8887355731300811
185,0.7635670775990457
186,0.8887355731300811
187,0.1896686586060468
188,0.5364111644528415
189,0.49584888219612505
190,0.4970808332841981
191,0.7725907496825595
192,0.34504462202261593
193,0.6753116140872766
194,0.8887355731300811
195,0.3713909453629898
196,0.8887355731300811
197,0.8806203841326655
198,0.1896686586060468
199,0.8887355731300811
200,0.1896686586060468
201,0.8887355731300811
202,0.1896686586060468
203,0.8524365117330093
204,0.6284752123841757
205,0.1896686586060468
206,0.8887355731300811
207,0.4972644742042374
208,0.32410259467029046
209,0.1896686586060468
210,0.8887355731300811
211,0.3310068903855019
212,0.8887355731300811
213,0.23641321268617232
214,0.29160450655582115
215,0.41873235145976556
216,0.1896686586060468
217,0.8887355731300811
218,0.8887355731300811
219,0.5616306579951368
220,0.2976544343175117
221,0.2685397948577366
222,0.5231422116929892
223,0.8887355731300811
224,0.8806203841326655
225,0.33593722540013266
226,0.8363824356192953
227,0.4162522032809287
228,0.29160450655582115
229,0.78181993513789
230,0.6580583082926551
231,0.4410491438619448
232,0.8887355731300811
233,0.2685397948577366
234,0.7199345027018511
235,0.42574055739798405
236,0.4298419126982026
237,0.8887355731300811
238,0.8887355731300811
239,0.7690658861093634
240,0.1896686586060468
241,0.1896686586060468
242,0.5915222186893506
243,0.8887355731300811
244,0.2322725213214459
245,0.34855407360734647
246,0.6094343956062224
247,0.1896686586060468
248,0.1896686586060468
249,0.29160450655582115
250,0.6745681292992608
251,0.26606103228247574
252,0.5158720314004247
253,0.1896686586060468
254,0.6796849921091022
255,0.5526431479096214
256,0.1896686586060468
257,0.6461746957544684
